epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.20226113498210907,2.780231237411499,1e-04,0.1484375,2.698869466781616
1,0.2243848443031311,2.518683433532715,1e-04,0.28835228085517883,2.2025187015533447
2,0.23888273537158966,2.421626567840576,1e-04,0.28977271914482117,2.11967396736145
3,0.2586566209793091,2.330353021621704,1e-04,0.33096590638160706,2.076918601989746
4,0.2625581920146942,2.2805981636047363,1e-04,0.31960228085517883,2.0493414402008057
5,0.28290843963623047,2.2221460342407227,1e-04,0.33096590638160706,2.025623321533203
6,0.29549989104270935,2.1816673278808594,1e-04,0.3316761255264282,2.0274603366851807
7,0.30800265073776245,2.141725778579712,1e-04,0.3657670319080353,1.941648006439209
8,0.3339836001396179,2.0766234397888184,1e-04,0.4197443127632141,1.8358136415481567
9,0.3501219153404236,2.0211503505706787,1e-04,0.4261363744735718,1.7950778007507324
10,0.37619152665138245,1.951935052871704,1e-04,0.4105113744735718,1.8244984149932861
11,0.389935702085495,1.8933213949203491,1e-04,0.46803978085517883,1.7005798816680908
12,0.40616270899772644,1.846265196800232,1e-04,0.4708806872367859,1.661218523979187
13,0.43028151988983154,1.7870855331420898,1e-04,0.4566761255264282,1.738180160522461
14,0.44256260991096497,1.7364472150802612,1e-04,0.4396306872367859,1.6847484111785889
15,0.4539126455783844,1.6936589479446411,1e-04,0.5262784361839294,1.5206780433654785
16,0.47160273790359497,1.6535450220108032,1e-04,0.4765625,1.6106059551239014
17,0.4837508201599121,1.6101423501968384,1e-04,0.5482954382896423,1.4789131879806519
18,0.49749502539634705,1.5641738176345825,1e-04,0.5674715638160706,1.3969318866729736
19,0.5037020444869995,1.5379506349563599,1e-04,0.5355113744735718,1.4671504497528076
20,0.5177122354507446,1.4986685514450073,1e-04,0.5426136255264282,1.4360190629959106
21,0.5229882597923279,1.4677555561065674,1e-04,0.5816761255264282,1.34229576587677
22,0.5304810404777527,1.444484829902649,1e-04,0.578125,1.3360869884490967
23,0.5361560583114624,1.4207197427749634,1e-04,0.5745738744735718,1.3356900215148926
24,0.5434715151786804,1.3982750177383423,1e-04,0.5774147510528564,1.3074307441711426
25,0.5470184087753296,1.37562096118927,1e-04,0.5994318127632141,1.26897394657135
26,0.5573930144309998,1.3465337753295898,1e-04,0.59375,1.2764172554016113
27,0.5655952095985413,1.3219232559204102,1e-04,0.6001420617103577,1.2651804685592651
28,0.5679450035095215,1.3098437786102295,1e-04,0.5830965638160706,1.2592203617095947
29,0.574861466884613,1.2870351076126099,1e-04,0.5852272510528564,1.2747620344161987
30,0.5818665623664856,1.269411563873291,1e-04,0.5901988744735718,1.244788408279419
31,0.5851474404335022,1.2482619285583496,1e-04,0.6157670617103577,1.1766756772994995
32,0.5881622433662415,1.2348535060882568,1e-04,0.6171875,1.1639480590820312
33,0.5929062366485596,1.2187039852142334,1e-04,0.6193181872367859,1.1523154973983765
34,0.5994679927825928,1.2036948204040527,1e-04,0.6044034361839294,1.2006691694259644
35,0.6062513589859009,1.1870101690292358,1e-04,0.6235795617103577,1.1571284532546997
36,0.6071824431419373,1.1785032749176025,1e-04,0.6306818127632141,1.0990897417068481
37,0.6105962991714478,1.1646087169647217,1e-04,0.6072443127632141,1.1885052919387817
38,0.6129018068313599,1.1533302068710327,1e-04,0.6328125,1.1139564514160156
39,0.6175127625465393,1.140280842781067,1e-04,0.6335227489471436,1.146530032157898
40,0.6255375742912292,1.1194339990615845,1e-04,0.6377840638160706,1.1091899871826172
41,0.6257592439651489,1.1189556121826172,1e-04,0.6392045617103577,1.0880016088485718
42,0.626911997795105,1.1083322763442993,1e-04,0.6335227489471436,1.0990855693817139
43,0.635513186454773,1.0895419120788574,1e-04,0.6477272510528564,1.05880606174469
44,0.6363999247550964,1.083402156829834,1e-04,0.6498579382896423,1.0851985216140747
45,0.639769434928894,1.0769370794296265,1e-04,0.6491477489471436,1.065970540046692
46,0.6406118273735046,1.071675181388855,1e-04,0.640625,1.093321681022644
47,0.6472179293632507,1.0541726350784302,1e-04,0.6519886255264282,1.0648975372314453
48,0.6485036611557007,1.0468484163284302,1e-04,0.6321022510528564,1.0976389646530151
49,0.6530259251594543,1.0413641929626465,1e-04,0.6498579382896423,1.06452214717865
50,0.6515185236930847,1.0337872505187988,1e-04,0.6470170617103577,1.0861855745315552
51,0.6557747721672058,1.0260350704193115,1e-04,0.6704545617103577,1.0138214826583862
52,0.6645532846450806,1.007582426071167,1e-04,0.6541193127632141,1.0766955614089966
53,0.6669917702674866,1.0047757625579834,1e-04,0.6555397510528564,1.036109447479248
54,0.6676568388938904,0.9950761795043945,1e-04,0.6676136255264282,1.0442593097686768
55,0.6717801094055176,0.9914166331291199,1e-04,0.6548295617103577,1.0923235416412354
56,0.6778541207313538,0.9775963425636292,1e-04,0.6512784361839294,1.0543264150619507
57,0.6774994730949402,0.9761042594909668,1e-04,0.6519886255264282,1.056067943572998
58,0.680115282535553,0.973378598690033,1e-04,0.6619318127632141,1.0540130138397217
59,0.6853026151657104,0.9584272503852844,1e-04,0.6725852489471436,1.0350290536880493
60,0.6863666772842407,0.9511613845825195,1e-04,0.6775568127632141,1.0354108810424805
61,0.6860563158988953,0.95020991563797,1e-04,0.6747159361839294,1.0185444355010986
62,0.694258451461792,0.9348301291465759,1e-04,0.6711647510528564,1.0266895294189453
63,0.694169819355011,0.9287596344947815,1e-04,0.6598011255264282,1.0476984977722168
64,0.6985591053962708,0.9285717606544495,1e-04,0.6725852489471436,1.0183380842208862
65,0.6948791742324829,0.9235435128211975,1e-04,0.671875,1.044886827468872
66,0.7041010856628418,0.9132722616195679,1e-04,0.6569602489471436,1.0815215110778809
67,0.7041897773742676,0.9070493578910828,1e-04,0.6647727489471436,1.030091404914856
68,0.7109288573265076,0.8910862803459167,1e-04,0.6676136255264282,1.0184589624404907
69,0.7177565693855286,0.8707173466682434,5e-05,0.6896306872367859,0.9935594797134399
70,0.7246730327606201,0.8562771677970886,5e-05,0.671875,1.0359983444213867
71,0.7320771217346191,0.8355678915977478,5e-05,0.6803977489471436,1.002061367034912
72,0.7331411838531494,0.8326253890991211,5e-05,0.6867897510528564,1.0106556415557861
73,0.7342939376831055,0.8322405219078064,5e-05,0.6853693127632141,1.0171269178390503
74,0.7375748157501221,0.8251340389251709,5e-05,0.6903409361839294,0.9992431998252869
75,0.7351363301277161,0.825131356716156,5e-05,0.6775568127632141,1.0029481649398804
76,0.7349146604537964,0.8178114295005798,5e-05,0.6740056872367859,1.01945161819458
77,0.7468854188919067,0.8023877143859863,5e-05,0.6818181872367859,1.0067307949066162
78,0.7499445676803589,0.7880038619041443,2.5e-05,0.6860795617103577,1.0192713737487793
79,0.7540234923362732,0.7823712229728699,2.5e-05,0.6811079382896423,1.0256930589675903
80,0.7481711506843567,0.7850472927093506,2.5e-05,0.6910511255264282,0.9990540146827698
81,0.7585014700889587,0.7656117677688599,2.5e-05,0.6846590638160706,1.0131276845932007
82,0.763866126537323,0.7570377588272095,2.5e-05,0.6889204382896423,1.0207608938217163
83,0.7574373483657837,0.7621092200279236,2.5e-05,0.6811079382896423,1.0408978462219238
84,0.7598315477371216,0.7616784572601318,2.5e-05,0.6910511255264282,1.021827220916748
85,0.7611616253852844,0.752204418182373,2.5e-05,0.6960227489471436,1.012459635734558
86,0.7658612132072449,0.7480033040046692,2.5e-05,0.6832386255264282,1.0363373756408691
87,0.7666149139404297,0.7441966533660889,2.5e-05,0.6981534361839294,1.0221738815307617
88,0.7659499049186707,0.7452555298805237,2.5e-05,0.6931818127632141,1.026111125946045
89,0.7694967985153198,0.7362925410270691,2.5e-05,0.6889204382896423,1.0344358682632446
90,0.7696741223335266,0.7347750663757324,2.5e-05,0.6910511255264282,1.0355277061462402
91,0.7713589072227478,0.730847954750061,2.5e-05,0.6896306872367859,1.0324187278747559
92,0.7712258696556091,0.7274375557899475,2.5e-05,0.6889204382896423,1.0429879426956177
93,0.7696297764778137,0.7314411401748657,2.5e-05,0.6953125,1.0199774503707886
94,0.7736643552780151,0.7302327156066895,2.5e-05,0.6917613744735718,1.031417727470398
95,0.7758811712265015,0.7219185829162598,2.5e-05,0.6903409361839294,1.0270260572433472
96,0.7775216102600098,0.7114349603652954,1.25e-05,0.6938920617103577,1.0229207277297974
97,0.7833296656608582,0.7032378911972046,1.25e-05,0.6917613744735718,1.032244324684143
